date,streetcar_line,time,day,location,incident,min_delay,min_gap,bound,vehicle,am_rush,pm_rush
2023-01-01T00:00:00Z,509,02:37:00,Sunday,QUEENS QUAY AND SPADIN,Operations,0,0,E,4403,0,0
2023-01-01T00:00:00Z,505,02:40:00,Sunday,BROADVIEW AND GERRARD,Held By,15,25,W,4460,0,0
2023-01-01T00:00:00Z,504,02:52:00,Sunday,KING AND BATHURST,Cleaning - Unsanitary,10,20,W,4427,0,0
2023-01-01T00:00:00Z,504,02:59:00,Sunday,KING AND BATHURST,Held By,25,35,E,4560,0,0
2023-01-01T00:00:00Z,509,03:33:00,Sunday,QUEENS QUAY AND SPADIN,Operations,0,0,E,4570,0,0
2023-01-01T00:00:00Z,505,03:53:00,Sunday,LANSDOWNE AND DUNDAS,Emergency Services,0,0,N,4460,0,0
2023-01-01T00:00:00Z,510,05:38:00,Sunday,SPADINA AND DUNDAS,Security,15,30,S,4449,0,0
2023-01-01T00:00:00Z,501,08:52:00,Sunday,LAKE SHORE AND THIRTY,Cleaning - Unsanitary,10,20,W,8015,0,0
2023-01-01T00:00:00Z,510,08:53:00,Sunday,SPADINA AND FRONT,Operations,14,28,N,4566,0,0
2023-01-01T00:00:00Z,506,09:00:00,Sunday,COXWELL AND LOWER GERR,Operations,10,20,N,4441,0,0
2023-01-01T00:00:00Z,506,09:37:00,Sunday,DUNDAS AND UNIVERSITY,Operations,10,20,E,4459,0,0
2023-01-01T00:00:00Z,506,09:58:00,Sunday,PARLIAMENT AND ST DAVI,Emergency Services,10,19,S,4519,0,0
2023-01-01T00:00:00Z,506,10:10:00,Sunday,WINCHESTER AND PARLIAM,Operations,10,20,E,8745,0,0
2023-01-01T00:00:00Z,512,10:12:00,Sunday,ST CLAIR STATION,Operations,7,13,W,4406,0,0
2023-01-01T00:00:00Z,506,11:22:00,Sunday,CARLTON AND PARLIAMENT,Operations,10,20,W,8835,0,0
2023-01-01T00:00:00Z,506,12:09:00,Sunday,HARBORD AND OSSINGTON,Operations,10,20,E,8747,0,0
2023-01-01T00:00:00Z,504,14:14:00,Sunday,DUNDAS AND EDNA,Investigation,8,16,E,1394,0,0
2023-01-01T00:00:00Z,501,14:21:00,Sunday,QUEEN AND PETER,Emergency Services,8,15,W,4582,0,0
2023-01-01T00:00:00Z,505,14:44:00,Sunday,DUNDAS WEST STATION,Cleaning - Unsanitary,7,14,W,4525,0,0
2023-01-01T00:00:00Z,509,15:18:00,Sunday,QUEENS QUAY AND LOWER,Security,7,14,E,4569,0,0
2023-01-01T00:00:00Z,510,15:19:00,Sunday,HARBOUR FRONT TUNNEL,Emergency Services,0,0,W,4534,0,0
2023-01-01T00:00:00Z,506,15:38:00,Sunday,DUNDAS AND BAY,Mechanical,9,18,E,4522,0,0
2023-01-01T00:00:00Z,512,15:40:00,Sunday,OAKWOOD LOOP,Investigation,6,12,E,4557,0,0
2023-01-01T00:00:00Z,505,16:18:00,Sunday,DUNDAS AND BROCK,General Delay,7,14,W,4587,0,0
2023-01-01T00:00:00Z,501,16:29:00,Sunday,QUEEN AND DUFFERIN,Mechanical,7,14,E,8205,0,0
2023-01-01T00:00:00Z,510,16:32:00,Sunday,LOWER SPADINA AND QUEE,Cleaning - Unsanitary,4,6,N,4536,0,0
2023-01-01T00:00:00Z,505,18:24:00,Sunday,MCCAUL AND DUNDAS,Security,7,14,S,4457,0,0
2023-01-01T00:00:00Z,504,18:44:00,Sunday,QUEEN AND BROADVIEW,Emergency Services,0,0,E,4403,0,0
2023-01-01T00:00:00Z,501,18:51:00,Sunday,QUEEN AND BROADVIEW,Held By,14,21,E,4489,0,0
2023-01-01T00:00:00Z,504,20:00:00,Sunday,KING AND BATHURST,Mechanical,10,20,E,8167,0,0
2023-01-01T00:00:00Z,505,20:14:00,Sunday,DUNDAS AND YONGE,Diversion,19,26,W,4428,0,0
2023-01-01T00:00:00Z,501,21:20:00,Sunday,MCCAUL LOOP,Cleaning - Unsanitary,9,18,E,4528,0,0
2023-01-01T00:00:00Z,509,23:22:00,Sunday,QUEENS QUAY AND REES,General Delay,10,20,E,4573,0,0
2023-01-01T00:00:00Z,505,23:42:00,Sunday,DUNDAS WEST STATION,Operations,8,18,E,4437,0,0
2023-01-02T00:00:00Z,504,05:17:00,Monday,QUEEN AND PARLIAMENT,Operations,18,31,E,4499,0,0
2023-01-02T00:00:00Z,310,05:34:00,Monday,KINGSTON RD LOOP,Emergency Services,0,0,E,4466,0,0
2023-01-02T00:00:00Z,501,06:28:00,Monday,QUEEN AND RONCESVALLES,General Delay,10,20,W,8168,1,0
2023-01-02T00:00:00Z,506,09:33:00,Monday,OSSINGTON STATION,General Delay,10,25,E,8661,1,0
2023-01-02T00:00:00Z,37,10:02:00,Monday,REXDALE AND ISLINGTON,Cleaning - Unsanitary,11,22,W,8077,0,0
2023-01-02T00:00:00Z,501,12:48:00,Monday,KIPLING AND LAKESHORE,Mechanical,7,14,E,8167,0,0
2023-01-02T00:00:00Z,512,15:36:00,Monday,ST CLAIR AND AVENUE,Emergency Services,18,23,E,4561,0,0
2023-01-02T00:00:00Z,505,15:52:00,Monday,DUNDAS AND JARVIS,General Delay,10,17,W,4460,0,0
2023-01-02T00:00:00Z,501,16:34:00,Monday,DUFFERIN GATE,Cleaning - Unsanitary,7,14,W,4512,0,1
2023-01-02T00:00:00Z,505,18:50:00,Monday,QUEEN AND FULLER,Collision - TTC Involved,0,0,W,4544,0,1
2023-01-02T00:00:00Z,504,19:07:00,Monday,KING AND ATLANTIC,Security,0,0,E,1373,0,1
2023-01-02T00:00:00Z,501,19:18:00,Monday,QUEEN AND DOWLING,Diversion,24,34,W,1369,0,1
2023-01-02T00:00:00Z,512,20:04:00,Monday,ST CLAIR STATION,Cleaning - Unsanitary,8,16,E,4508,0,0
2023-01-02T00:00:00Z,506,20:55:00,Monday,CHURCH AND CARLTON,Held By,37,47,N,0,0,0
2023-01-02T00:00:00Z,504,21:23:00,Monday,RICHMOND AND CHURCH,Held By,10,20,W,4523,0,0
2023-01-02T00:00:00Z,505,22:44:00,Monday,DUNDAS AND PATRICK,General Delay,10,20,W,4413,0,0
2023-01-02T00:00:00Z,509,23:33:00,Monday,QUEENS QUAY AND HARBOU,General Delay,10,20,W,4447,0,0
2023-01-02T00:00:00Z,509,23:49:00,Monday,SPADINA AND QUEENS QUA,Operations,80,90,W,4461,0,0
2023-01-02T00:00:00Z,501,00:46:00,Monday,QUEEN AND DOVERCOURT,Diversion,33,43,W,0,0,0
2023-01-02T00:00:00Z,510,01:21:00,Monday,SPADINA AND QUEENS QUA,Emergency Services,5,15,S,4577,0,0
2023-01-02T00:00:00Z,501,01:24:00,Monday,MANITOBA DRIVE,Utilized Off Route,10,20,W,4527,0,0
2023-01-02T00:00:00Z,504,01:32:00,Monday,KIING AND BATHURST,Operations,8,0,E,4563,0,0
2023-01-03T00:00:00Z,505,06:38:00,Tuesday,BROADVIEW STATION,Cleaning - Unsanitary,9,18,N,4487,1,0
2023-01-03T00:00:00Z,501,07:49:00,Tuesday,QUEEN AND DUFFERIN,Operations,12,24,E,7926,1,0
2023-01-03T00:00:00Z,506,08:04:00,Tuesday,OSSINGTON STATION,Security,6,12,S,8725,1,0
2023-01-03T00:00:00Z,501,08:32:00,Tuesday,405 DUFFERIN ST,General Delay,6,12,E,8060,1,0
2023-01-03T00:00:00Z,504,08:39:00,Tuesday,ADELAIDE AND CHURCH,Security,8,16,E,4525,1,0
2023-01-03T00:00:00Z,504,12:18:00,Tuesday,DUNDAS WEST STATION,Security,7,14,W,8354,0,0
2023-01-03T00:00:00Z,509,12:35:00,Tuesday,QUEENS QUAY AND LOWER,Operations,11,20,S,4514,0,0
2023-01-03T00:00:00Z,506,15:09:00,Tuesday,EGLINTON GARAGE,Operations,6,12,W,0,0,0
2023-01-03T00:00:00Z,506,15:34:00,Tuesday,EGLINTON GARAGE,Operations,6,12,W,0,0,0
2023-01-03T00:00:00Z,506,16:57:00,Tuesday,GERRARD AND PARLIAMENT,General Delay,9,18,W,4518,0,1
2023-01-03T00:00:00Z,505,16:59:00,Tuesday,DUNDAS AND BROADVIEW,Emergency Services,8,16,W,4596,0,1
2023-01-03T00:00:00Z,506,18:50:00,Tuesday,COLLEGE AND OSSINGTON,Cleaning - Unsanitary,9,18,E,4521,0,1
2023-01-03T00:00:00Z,504,19:20:00,Tuesday,HOWARD PARK AND RONCES,Operations,5,10,W,1385,0,1
2023-01-03T00:00:00Z,506,19:30:00,Tuesday,CARLTON AND PARLIAMENT,Operations,12,24,E,8850,0,1
2023-01-03T00:00:00Z,505,19:38:00,Tuesday,DUNDAS AND OSSINGTON,General Delay,8,16,W,4492,0,1
2023-01-03T00:00:00Z,506,19:54:00,Tuesday,COXWELL AND LOWER GERR,Held By,4,13,E,4586,0,1
2023-01-03T00:00:00Z,501,21:00:00,Tuesday,KIPLING AND LAKE SHORE,Operations,8,16,W,3344,0,0
2023-01-03T00:00:00Z,506,21:41:00,Tuesday,GERRARD AND BROADVIEW,General Delay,16,26,E,4457,0,0
2023-01-03T00:00:00Z,501,23:38:00,Tuesday,LAKE SHORE AND THIRTEE,Cleaning - Unsanitary,8,16,E,7954,0,0
2023-01-03T00:00:00Z,510,00:31:00,Tuesday,QUEENS QUAY AND FERRY,Security,6,15,N,4562,0,0
2023-01-03T00:00:00Z,504,00:36:00,Tuesday,KING AND YONGE,Held By,16,26,W,4443,0,0
2023-01-04T00:00:00Z,505,06:48:00,Wednesday,DUNDAS AND JARVIS,Held By,6,15,N,4405,1,0
2023-01-04T00:00:00Z,504,06:54:00,Wednesday,KING AND DUFFERIN,Emergency Services,13,21,W,4592,1,0
2023-01-04T00:00:00Z,506,07:29:00,Wednesday,OSSINGTON STATION,Utilized Off Route,7,14,S,5714,1,0
2023-01-04T00:00:00Z,506,07:33:00,Wednesday,CASTLE FRANK STATION,Utilized Off Route,7,14,S,8671,1,0
2023-01-04T00:00:00Z,501,07:37:00,Wednesday,LAKESHORE AND NORRIS,General Delay,6,12,N,7913,1,0
2023-01-04T00:00:00Z,510,10:00:00,Wednesday,SPADINA STATION,Mechanical,4,8,N,4496,0,0
2023-01-04T00:00:00Z,509,10:05:00,Wednesday,EXHIBITION LOOP,Operations,8,16,N,4484,0,0
2023-01-04T00:00:00Z,501,11:20:00,Wednesday,LAKESHORE BLVD AND BRO,Emergency Services,8,16,W,8081,0,0
2023-01-04T00:00:00Z,501,11:36:00,Wednesday,QUEEN AND OSSINGTON,Emergency Services,22,28,W,4533,0,0
2023-01-04T00:00:00Z,501,11:47:00,Wednesday,QUEEN AND SHERBOURNE,Emergency Services,22,28,W,4432,0,0
2023-01-04T00:00:00Z,501,11:54:00,Wednesday,QUEEN AND DUFFERIN,Utilized Off Route,8,16,N,8156,0,0
2023-01-04T00:00:00Z,511,13:55:00,Wednesday,BATHURST AND COLLEGE,Collision - TTC Involved,8,16,S,4445,0,0
2023-01-04T00:00:00Z,505,16:56:00,Wednesday,DUNDAS AND BROADVIEW,Mechanical,19,29,E,4563,0,1
2023-01-04T00:00:00Z,506,18:59:00,Wednesday,OSSINGTON STATION,Utilized Off Route,10,20,E,8807,0,1
2023-01-04T00:00:00Z,511,19:01:00,Wednesday,FRONT AND BATHURST,Collision - TTC Involved,9,18,S,4479,0,1
2023-01-04T00:00:00Z,506,19:03:00,Wednesday,OSSINGTON STATION,Utilized Off Route,10,20,E,8715,0,1
2023-01-04T00:00:00Z,506,19:10:00,Wednesday,COLLEGE AND BAY,Diversion,32,41,W,4422,0,1
2023-01-04T00:00:00Z,501,19:23:00,Wednesday,LAKESHORE AND NORRIS,Mechanical,8,16,E,8182,0,1
2023-01-04T00:00:00Z,505,20:08:00,Wednesday,QUEEN AND GRANT,Emergency Services,0,0,E,4409,0,0
2023-01-04T00:00:00Z,506,20:09:00,Wednesday,MAIN STREET STATION,General Delay,16,26,W,4570,0,0
2023-01-04T00:00:00Z,504,21:12:00,Wednesday,KING AND SUDBURY,General Delay,10,20,W,4512,0,0
2023-01-04T00:00:00Z,504,22:10:00,Wednesday,KING AND DUFFERIN,Security,0,0,W,4499,0,0
2023-01-04T00:00:00Z,505,22:19:00,Wednesday,BROADVIEW AND DANFORTH,Diversion,150,160,N,4405,0,0
2023-01-04T00:00:00Z,506,22:30:00,Wednesday,COLLEGE AND BATHURST,Utilized Off Route,10,20,W,8849,0,0
2023-01-04T00:00:00Z,505,22:31:00,Wednesday,DUNDAS AND AUGUSTA,Diversion,38,48,W,4498,0,0
2023-01-04T00:00:00Z,506,22:33:00,Wednesday,CASTLE FRANK STATION,Utilized Off Route,10,20,W,8664,0,0
2023-01-04T00:00:00Z,504,22:34:00,Wednesday,BROADVIEW AND DANFORTH,Diversion,150,160,S,4592,0,0
2023-01-04T00:00:00Z,506,22:43:00,Wednesday,COLLEGE AND BATHURST,Utilized Off Route,10,20,E,8641,0,0
2023-01-04T00:00:00Z,506,22:49:00,Wednesday,CASTLE FRANK STATION,Utilized Off Route,10,20,N,8743,0,0
2023-01-04T00:00:00Z,504,23:37:00,Wednesday,KING AND PORTLAND,Utilized Off Route,10,20,E,8313,0,0
2023-01-04T00:00:00Z,511,00:25:00,Wednesday,BATHURST AND WOLSELEY,General Delay,0,0,N,4414,0,0
2023-01-05T00:00:00Z,505,05:57:00,Thursday,DUNDAS AND BAY,General Delay,9,18,W,4583,0,0
2023-01-05T00:00:00Z,503,09:30:00,Thursday,KINGSTON AND VICTORIA,Operations,53,63,E,8535,1,0
2023-01-05T00:00:00Z,504,09:39:00,Thursday,DUNDAS WEST STATION,Operations,7,14,N,8188,1,0
2023-01-05T00:00:00Z,501,13:37:00,Thursday,QUEEN AND COXWELL,Held By,53,60,W,4413,0,0
2023-01-05T00:00:00Z,503,13:47:00,Thursday,QUEEN AND LOWER COXWEL,Held By,53,63,W,8554,0,0
2023-01-05T00:00:00Z,506,14:03:00,Thursday,CARLTON AND PARLIAMENT,Utilized Off Route,9,18,E,8644,0,0
2023-01-05T00:00:00Z,501,14:11:00,Thursday,QUEEN AND DUFFERIN,Utilized Off Route,8,16,E,8150,0,0
2023-01-05T00:00:00Z,501,14:40:00,Thursday,QUEEN AND RONCESVALLES,Security,0,0,E,7932,0,0
2023-01-05T00:00:00Z,503,15:48:00,Thursday,KINGSTON AND QUEEN,Mechanical,10,20,W,8592,0,0
2023-01-05T00:00:00Z,510,16:45:00,Thursday,BAY AND QUEENS QUAY TE,Diversion,10,20,S,4508,0,1
2023-01-05T00:00:00Z,504,16:55:00,Thursday,EXHIBITION LOOP,Utilized Off Route,6,12,E,8125,0,1
2023-01-05T00:00:00Z,506,18:06:00,Thursday,COLLEGE AND MORROW,Mechanical,9,18,N,4497,0,1
2023-01-05T00:00:00Z,501,19:15:00,Thursday,WINDMERE AND QUEENSWAY,Operations,8,16,W,7960,0,1
2023-01-05T00:00:00Z,506,20:30:00,Thursday,HOWARD PARK AND DUNDAS,Diversion,18,27,W,4470,0,0
2023-01-05T00:00:00Z,501,22:28:00,Thursday,LAKESHORE AND THIRTY-S,Mechanical,8,16,W,8046,0,0
2023-01-05T00:00:00Z,501,22:28:00,Thursday,QUEEN AND PORTLAND,Diversion,102,112,W,4498,0,0
2023-01-05T00:00:00Z,505,22:39:00,Thursday,DUNDAS AND MANNING,Held By,12,22,E,4546,0,0
2023-01-05T00:00:00Z,501,23:11:00,Thursday,QUEEN AND CAMERON,Security,8,16,W,8387,0,0
2023-01-05T00:00:00Z,501,23:43:00,Thursday,KING AND CHARLOTTE,Operations,10,20,E,4556,0,0
2023-01-05T00:00:00Z,504,23:53:00,Thursday,KING AND SPADINA,Diversion,43,53,E,4527,0,0
2023-01-06T00:00:00Z,504,06:16:00,Friday,QUEEN AND RIVER,Operations,8,16,W,4427,1,0
2023-01-06T00:00:00Z,512,10:15:00,Friday,ST CLAIR AND SILVERTHO,Operations,10,16,W,4423,0,0
2023-01-06T00:00:00Z,506,12:18:00,Friday,GERRARD AND NORWOOD,Held By,5,13,E,4501,0,0
2023-01-06T00:00:00Z,504,12:50:00,Friday,KING AND DUFFERIN,Cleaning - Unsanitary,8,16,S,8337,0,0
2023-01-06T00:00:00Z,501,13:59:00,Friday,QUEEN AND KINGSTON,Cleaning - Unsanitary,7,14,E,4602,0,0
2023-01-06T00:00:00Z,501,14:03:00,Friday,QUEEN AND SHERBOURNE,Security,7,14,E,4533,0,0
2023-01-06T00:00:00Z,511,14:21:00,Friday,BATHURST AND KING,Cleaning - Unsanitary,9,17,S,4559,0,0
2023-01-06T00:00:00Z,501,14:24:00,Friday,LAKESHORE AND MARINE,Cleaning - Unsanitary,7,14,W,3350,0,0
2023-01-06T00:00:00Z,501,14:31:00,Friday,QUEEN ROUTE,Security,7,14,E,4520,0,0
2023-01-06T00:00:00Z,506,14:52:00,Friday,DUNDAS AND ST PATRICK,Operations,9,18,E,4436,0,0
2023-01-06T00:00:00Z,506,15:44:00,Friday,COLLEGE AND OSSINGTON,Diversion,9,18,E,4475,0,0
2023-01-06T00:00:00Z,505,15:48:00,Friday,DUNDAS AND SPADINA,General Delay,7,14,E,4404,0,0
2023-01-06T00:00:00Z,511,16:15:00,Friday,BATHURST AND KING,Cleaning - Unsanitary,9,17,N,4589,0,1
2023-01-06T00:00:00Z,512,17:45:00,Friday,ST CLAIR AND VAUGHAN,Operations,10,17,W,4430,0,1
2023-01-06T00:00:00Z,501,17:51:00,Friday,QUEEN AND UNIVERSITY,Emergency Services,14,21,W,4525,0,1
2023-01-06T00:00:00Z,512,18:10:00,Friday,GUNNS LOOP,Held By,16,23,E,4430,0,1
2023-01-06T00:00:00Z,512,18:15:00,Friday,ST CLAIR AND LANSDOWNE,Held By,16,23,W,4423,0,1
2023-01-06T00:00:00Z,510,18:40:00,Friday,SPADINA STATION,Investigation,5,10,N,4506,0,1
2023-01-06T00:00:00Z,512,20:04:00,Friday,ST CLAIR AND AVENUE,Held By,103,112,W,4488,0,0
2023-01-06T00:00:00Z,505,20:37:00,Friday,DUNDAS AND BAY,General Delay,11,19,E,4464,0,0
2023-01-06T00:00:00Z,512,20:58:00,Friday,ST. CLAIR AND YONGE,Collision - TTC Involved,8,16,W,1378,0,0
2023-01-06T00:00:00Z,504,21:15:00,Friday,KING AND BATHURST,General Delay,0,0,W,0,0,0
2023-01-06T00:00:00Z,505,21:28:00,Friday,BROADVIEW AND GERRARD,General Delay,13,21,N,4556,0,0
2023-01-06T00:00:00Z,509,22:09:00,Friday,EXHIBITION LOOP,Operations,9,19,E,4561,0,0
2023-01-06T00:00:00Z,505,22:36:00,Friday,DUNDAS AND SHERBOURNE,Held By,5,15,E,4464,0,0
2023-01-06T00:00:00Z,506,22:46:00,Friday,HIGH PARK LOOP,Mechanical,10,20,E,4448,0,0
2023-01-07T00:00:00Z,501,08:17:00,Saturday,QUEEN AND KINGSTON,General Delay,21,31,E,4596,0,0
2023-01-07T00:00:00Z,506,10:36:00,Saturday,COXWELL AND LOWER GERR,Cleaning - Unsanitary,10,20,W,4461,0,0
2023-01-07T00:00:00Z,505,10:50:00,Saturday,BROADVIEW AND FAIRVIEW,Security,7,16,S,4430,0,0
2023-01-07T00:00:00Z,504,13:08:00,Saturday,KING AND UNIVERSITY,Operations,9,18,E,4592,0,0
2023-01-07T00:00:00Z,505,13:44:00,Saturday,DUNDAS AND YONGE,Security,14,22,E,4544,0,0
2023-01-07T00:00:00Z,501,14:02:00,Saturday,LAKESHORE BLVD W AND E,Collision - TTC Involved,26,31,W,8064,0,0
2023-01-07T00:00:00Z,510,14:22:00,Saturday,SPADINA STATION,Operations,8,16,E,4417,0,0
2023-01-07T00:00:00Z,501,14:23:00,Saturday,QUEEN AND BROADVIEW,Cleaning - Unsanitary,6,12,E,4597,0,0
2023-01-07T00:00:00Z,504,14:38:00,Saturday,HOWARD PARK AND RONCES,Collision - TTC Involved,8,16,W,8161,0,0
2023-01-07T00:00:00Z,504,14:45:00,Saturday,BROADVIEW AND WOLFREY,Held By,11,20,N,4579,0,0
2023-01-07T00:00:00Z,501,15:08:00,Saturday,QUEEN AND SIMCOE,Cleaning - Unsanitary,5,9,E,8416,0,0
2023-01-07T00:00:00Z,504,15:20:00,Saturday,BROADVIEW STATION,Operations,9,18,N,4499,0,0
2023-01-07T00:00:00Z,501,15:35:00,Saturday,LAKE SHORE AND 20TH,Mechanical,5,10,W,8064,0,0
2023-01-07T00:00:00Z,504,15:38:00,Saturday,KING AND BATHURST,Investigation,27,36,W,4420,0,0
2023-01-07T00:00:00Z,505,16:14:00,Saturday,DUNDAS AND BROADVIEW,General Delay,11,18,E,4500,0,0
2023-01-07T00:00:00Z,504,16:51:00,Saturday,VICTORIA AND RICHMOND,Collision - TTC Involved,9,18,S,4523,0,0
2023-01-07T00:00:00Z,505,16:55:00,Saturday,DUNDAS WEST STATION,Operations,11,18,S,4532,0,0
2023-01-07T00:00:00Z,506,18:03:00,Saturday,GERRARD AND PARLIAMENT,Operations,10,20,W,4575,0,0
2023-01-07T00:00:00Z,505,18:53:00,Saturday,DUNDAS AND SPADINA,Operations,35,49,W,4532,0,0
2023-01-07T00:00:00Z,509,18:56:00,Saturday,FLEET AND BATHURST,Operations,57,64,E,4587,0,0
2023-01-07T00:00:00Z,511,19:06:00,Saturday,EXHIBITION LOOP,Held By,46,53,N,4483,0,0
2023-01-07T00:00:00Z,504,19:33:00,Saturday,KING AND BATHURST,General Delay,10,20,W,4513,0,0
2023-01-07T00:00:00Z,504,19:51:00,Saturday,KING AND YONGE,Mechanical,9,18,W,4549,0,0
2023-01-07T00:00:00Z,501,22:47:00,Saturday,QUEEN AND GLADSTONE,Operations,10,20,W,8361,0,0
2023-01-07T00:00:00Z,505,23:09:00,Saturday,DUNDAS AND SPADINA,Investigation,15,25,W,4539,0,0
2023-01-07T00:00:00Z,506,23:14:00,Saturday,GERRARD AND PARLIAMENT,Held By,16,26,W,4504,0,0
2023-01-07T00:00:00Z,501,00:20:00,Saturday,WINDERMERE AND THE QUE,Operations,10,20,N,8217,0,0
2023-01-07T00:00:00Z,505,01:30:00,Saturday,DUNDAS AND BATHURST,Operations,10,20,W,4582,0,0
2023-01-07T00:00:00Z,504,01:45:00,Saturday,KING AND TECUMSEH,Mechanical,10,20,W,8310,0,0
2023-01-08T00:00:00Z,506,04:44:00,Sunday,COLLEGE AND GRACE,Diversion,763,773,E,4545,0,0
2023-01-08T00:00:00Z,501,05:10:00,Sunday,QUEEN AND DUFFERIN,Security,0,0,E,8385,0,0
2023-01-08T00:00:00Z,504,05:54:00,Sunday,THE QUEENSWAY AND COLB,Operations,10,20,W,8176,0,0
2023-01-08T00:00:00Z,504,06:00:00,Sunday,EDNA AND DORVAL RD (DU,Mechanical,10,20,E,8195,0,0
2023-01-08T00:00:00Z,505,08:05:00,Sunday,RONCESVALLES DIVISION,Operations,8,16,E,4534,0,0
2023-01-08T00:00:00Z,505,08:27:00,Sunday,LANSDOWNE AND COLLEGE,Collision - TTC Involved,10,20,N,4565,0,0
2023-01-08T00:00:00Z,505,10:54:00,Sunday,DUNDAS W AND LISGAR ST,Diversion,10,20,W,4457,0,0
2023-01-08T00:00:00Z,501,10:57:00,Sunday,QUEEN AND JARVIS,Security,6,12,W,4584,0,0
2023-01-08T00:00:00Z,506,12:06:00,Sunday,LANSDOWNE AND COLLEGE,Held By,15,24,E,4588,0,0
2023-01-08T00:00:00Z,504,13:32:00,Sunday,KING AND SACKVILLE,Mechanical,38,53,E,4493,0,0
2023-01-08T00:00:00Z,504,15:19:00,Sunday,3 KINGSTON RD,Late Entering Service,15,30,E,4554,0,0
2023-01-08T00:00:00Z,511,16:32:00,Sunday,BATHURST STATION,Diversion,12,19,N,4409,0,0
2023-01-08T00:00:00Z,505,16:54:00,Sunday,DUNDAS AND PARLIAMENT,Cleaning - Unsanitary,7,14,W,4598,0,0
2023-01-08T00:00:00Z,511,17:18:00,Sunday,FLEET AND BATHURST,Mechanical,7,14,W,4409,0,0
2023-01-08T00:00:00Z,509,17:54:00,Sunday,MANITOBA AND STRACHAN,Operations,8,16,W,4413,0,0
2023-01-08T00:00:00Z,506,18:03:00,Sunday,LANSDOWNE AND COLLEGE,Operations,9,18,E,4500,0,0
2023-01-08T00:00:00Z,510,18:19:00,Sunday,SPADINA STATION,General Delay,5,10,S,4451,0,0
2023-01-08T00:00:00Z,505,18:52:00,Sunday,BROADVIEW STATION,Cleaning - Unsanitary,8,16,W,4598,0,0
2023-01-08T00:00:00Z,512,19:44:00,Sunday,ST CLAIR STATION,General Delay,7,14,E,4424,0,0
2023-01-08T00:00:00Z,504,21:01:00,Sunday,313 PARLIAMENT,Mechanical,15,30,W,4576,0,0
2023-01-08T00:00:00Z,501,23:05:00,Sunday,QUEEN AND BEACH,Held By,59,69,W,4540,0,0
2023-01-08T00:00:00Z,506,23:20:00,Sunday,HIGH PARK LOOP,Security,37,47,E,4586,0,0
2023-01-08T00:00:00Z,501,00:33:00,Sunday,KINGSTON RD LOOP,Security,10,20,W,4452,0,0
2023-01-08T00:00:00Z,501,01:02:00,Sunday,QUEEN AND CHURCH,Collision - TTC Involved,10,20,W,4503,0,0
2023-01-08T00:00:00Z,510,01:37:00,Sunday,SPADINA LOOP,Emergency Services,0,0,W,4578,0,0
2023-01-09T00:00:00Z,501,02:49:00,Monday,LAKE SHORE BLVD AND TH,Operations,20,50,N,8365,0,0
2023-01-09T00:00:00Z,310,03:41:00,Monday,SPADINA AND WELLINGTON,Diversion,41,71,N,4516,0,0
2023-01-09T00:00:00Z,501,04:23:00,Monday,QUEEN AND CHURCH,Diversion,115,125,W,4503,0,0
2023-01-09T00:00:00Z,501,04:33:00,Monday,QUEEN AND PARLIAMENT,Diversion,36,46,W,4411,0,0
2023-01-09T00:00:00Z,505,05:52:00,Monday,VICTORIA AND DUNDAS,General Delay,8,16,W,4481,0,0
2023-01-09T00:00:00Z,505,06:13:00,Monday,DUNDAS AND JARVIS,Operations,8,16,E,4545,1,0
2023-01-09T00:00:00Z,505,06:16:00,Monday,DUNDAS AND GLADSTONE,Operations,8,16,E,4583,1,0
2023-01-09T00:00:00Z,501,06:36:00,Monday,RONCESVALLES YARD,Mechanical,6,12,E,4507,1,0
2023-01-09T00:00:00Z,504,08:32:00,Monday,HOWARD PARK AND RONCES,Operations,5,10,E,1371,1,0
2023-01-09T00:00:00Z,505,09:19:00,Monday,DUNDAS AND DUFFERIN,Operations,9,18,W,4545,1,0
2023-01-09T00:00:00Z,511,09:21:00,Monday,BATHURST AND DUNDAS,Diversion,9,18,N,4482,1,0
2023-01-09T00:00:00Z,501,12:15:00,Monday,LAKE SHORE AND ROYAL Y,Mechanical,8,16,W,8164,0,0
2023-01-09T00:00:00Z,501,12:49:00,Monday,PARKLAWN AND LAKESHORE,Mechanical,8,16,N,8328,0,0
2023-01-09T00:00:00Z,506,14:10:00,Monday,CARLTON AND PARLIAMENT,Investigation,0,0,E,4469,0,0
2023-01-09T00:00:00Z,501,14:37:00,Monday,QUEEN AND DUFFERIN,Operations,7,14,W,4412,0,0
2023-01-09T00:00:00Z,512,16:16:00,Monday,ST CLAIR AND VAUGHAN,Security,12,17,E,4410,0,1
2023-01-09T00:00:00Z,510,16:18:00,Monday,QUEENS QUAY AND SPADIN,Diversion,52,62,S,4567,0,1
2023-01-09T00:00:00Z,512,16:28:00,Monday,ST CLAIR WEST STATION,Investigation,20,26,E,4457,0,1
2023-01-09T00:00:00Z,501,16:43:00,Monday,QUEEN AND SPADINA,Emergency Services,7,14,E,4447,0,1
2023-01-09T00:00:00Z,505,19:33:00,Monday,DUNDAS AND OSSINGTON,Diversion,90,96,E,4419,0,1
2023-01-09T00:00:00Z,510,20:21:00,Monday,SPADINA AND KING,Emergency Services,20,30,N,4505,0,0
